,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,cluster
134,Bon Jovi,Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),It's My Life,4TmGtGkkmaoXRCvpOwDJoO,0.546,0.931,0,-3.025,0,0.0507,0.0295,1.67e-05,0.366,0.527,120.01,224600,4,,0
135,Katy Perry,One Of The Boys,I Kissed A Girl,14iN3o8ptQ8cFVZTEmyQRV,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4,,5
136,Sugababes,Change,About You Now,1ctdfJSzp6qF2iDAVdDrfl,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,4,,8
137,Hardwell,United We Are,Birds Fly (feat. Mr. Probz),2xScjew1nGldhk7eM2qsCv,0.566,0.675,3,-4.602,0,0.0331,0.0611,0.0,0.642,0.11,122.553,207805,4,,8
138,Softengine,Yellow House,Yellow House,0utQYjH6sVVaqnBQFj4R4J,0.577,0.845,7,-6.38,0,0.0379,0.00692,0.0,0.223,0.345,115.001,213133,4,,0
139,Janne Ordén,Platinaa,Platinaa,6MDl3PCIz6h6ImkUpqurvE,0.633,0.695,10,-6.789,0,0.146,0.0277,0.0,0.338,0.555,165.244,183040,4,,0
140,MAGIC!,Don't Kill the Magic,Rude,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4,,1
141,Teflon Brothers,Maradona (kesä ´86),Maradona (kesä ´86),7LpqSvZvaRtcUcSKas6dYK,0.667,0.599,5,-6.827,0,0.0486,0.012,0.0,0.12,0.681,120.038,227267,4,,0
142,Maroon 5,Maps,Maps,6chdRBWviHlm7JAtwgflBP,0.743,0.717,1,-5.521,0,0.0299,0.0223,0.0,0.0678,0.88,120.025,189840,4,,0
143,Nikke Ankara,Perjantai 13.,Perjantai 13.,74JdLqtaJtDM6I6p282Ahh,0.526,0.84,9,-4.325,0,0.195,0.145,0.0,0.13,0.608,79.642,196280,4,,0
144,Rihanna,S&M Remix,S&M Remix,3rqe57UvA8vxlzRuiAx4P5,0.819,0.796,1,-3.397,1,0.0546,0.0609,0.0,0.0647,0.886,127.931,257293,4,,1
145,Alexandra Stan,Mr. Saxobeat,Mr. Saxobeat - Radio Edit,7e320tQuzm28o3vpHMSgjz,0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004,195105,4,,0
146,MARINA,How to Be a Heartbreaker,How to Be a Heartbreaker,1RDNH7V9Odx6gOZJ4Siehj,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4,,0
147,Rihanna,We Found Love,We Found Love,14fmbvjYLqRZEXz1VZdM2M,0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98,215760,4,,1
148,Enrique Iglesias,Euphoria (Intl 14 track version),Heartbeat,6x2w38zlkGYihidW7BpJ4m,0.568,0.892,10,-3.205,1,0.101,0.0258,0.0,0.302,0.39,129.997,256080,4,,5
149,Enrique Iglesias,Euphoria (Intl 14 track version),I Like It,6wo5g4E5BjUMW4qKUo50Mt,0.647,0.943,10,-2.866,0,0.0849,0.0202,0.0,0.0607,0.707,129.006,232187,4,,0
150,5 Seconds of Summer,She Looks So Perfect,She Looks So Perfect,0BhZWr9gPZNlVdWWigvYA9,0.495,0.959,1,-3.712,0,0.137,0.000714,0.0,0.36,0.431,159.993,202496,4,,3
151,Kelly Clarkson,Catch My Breath,Catch My Breath,7kAYyzVhWr3nSqAC7CUOWK,0.691,0.946,9,-3.221,1,0.0678,0.0259,0.0,0.0897,0.517,124.021,251507,4,,5
152,Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),DUELE EL CORAZON (feat. Wisin),6YZdkObH88npeKrrkb8Ggf,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,199693,4,,0
153,Ariana Grande,Dangerous Woman,Into You,7yHEDfrJNd0zWOfXwydNH0,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,244453,4,,5
154,DJ Snake,Middle,Middle,2Fn3coxd0xAZ09JtrgcgHa,0.604,0.745,9,-4.103,1,0.0385,0.0161,0.0,0.0542,0.205,104.941,220573,4,,5
155,DJ Snake,You Know You Like It,You Know You Like It,1sNSG13fsK6KPKKNIQXXrh,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,4,,3
156,Major Lazer,Peace Is The Mission,Lean On (feat. MØ & DJ Snake),4WjH9Bzt3kx7z8kl0awxh4,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,,8
157,Major Lazer,Peace Is the Mission (Extended Edition),"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",6dLLEE96JRnX1ngkL77yiA,0.704,0.784,7,-4.463,0,0.142,0.00283,0.0,0.419,0.656,100.083,186448,4,,0
158,Beyoncé,BEYONCÉ [Platinum Edition],7/11,02M6vucOvmRfMxTXDUwRXu,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507,4,,0
159,Ellie Goulding,Delirium (Deluxe),On My Mind,4nS1sut0R2mgmFitKIShVe,0.702,0.705,0,-6.665,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,213445,4,,1
160,David Guetta,Listen (Deluxe),"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",5b2bu6yyATC1zMXDGScJ2d,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,4,,5
161,Lady Gaga,The Fame Monster (Deluxe),Poker Face,3OT3Kg4jyVkdZm4Ncz6JgX,0.848,0.828,8,-4.557,0,0.0714,0.136,1.35e-06,0.114,0.794,119.0,237213,4,,0
162,Kanye West,Graduation,Stronger,6C7RJEIUDqKkJRZVWdkfkH,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98,311867,4,,0
163,Tacabro,Tacata',Tacatà - Radio Edit,62pIfDe2RdhUfYmRWdo9ZJ,0.812,0.857,4,-6.034,1,0.103,0.0083,0.0,0.354,0.651,126.951,210000,4,,1
164,Maroon 5,Overexposed,Payphone - Cutmore Remix,5bGHlQpI8SiH2BCpwrJf0e,0.566,0.903,11,-4.622,1,0.139,0.000837,0.0,0.209,0.551,128.098,191640,4,,5
165,Pitbull,"Back in Time (featured in ""Men In Black 3"")","Back in Time - featured in ""Men In Black 3""",2U2ONBrf1HJCDxQlynpD6J,0.731,0.915,0,-4.453,1,0.043,0.00191,1.16e-06,0.324,0.789,127.086,205680,4,,1
166,Sean Kingston,Back 2 Life (Live It Up) (feat. T.I.),Back 2 Life (Live It Up) (feat. T.I.),39IwhUzRgupGFdmlgrj7uG,0.646,0.844,5,-4.569,1,0.0455,0.0537,0.0,0.164,0.101,97.915,203013,4,,5
167,Mark Ronson,Anywhere in the World (Radio Edit),Anywhere in the World - Radio Edit,6uqAo0E8nK5jlqKnbTynDa,0.63,0.772,9,-6.088,0,0.0525,0.00235,0.0,0.353,0.374,119.984,233360,4,,0
168,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),Marilyn Monroe,55hYV5XPhnUtpRbzMYqzJG,0.524,0.932,7,-3.538,1,0.0475,0.311,0.0,0.354,0.481,172.149,196427,4,,3
169,Bella Thorne,"TTYLXOX (From ""Shake It Up: Live 2 Dance"")",TTYLXOX,1nIDYHvLaZnD5lEf66SH80,0.819,0.683,7,-6.144,1,0.156,0.00291,0.122,0.254,0.671,112.007,154773,4,,5
170,Justin Bieber,Believe (Deluxe Edition),As Long As You Love Me,4rvtlpAeDuOn4baUJPCEhy,0.579,0.871,0,-3.385,0,0.109,0.0679,0.0,0.353,0.601,139.841,229467,4,,0
171,Cascada,Everytime We Touch (Album),Ready For Love,2YcjOmuHNUiwYjjQMdAKzB,0.667,0.994,1,-5.527,0,0.0521,0.00301,4.57e-05,0.094,0.787,142.016,204995,4,,0
172,Cascada,Summer Of Love,Summer of Love,7i0Ygv8i2z8wyQasGQWE3O,0.56,0.731,8,-5.727,1,0.0481,0.00311,1.79e-05,0.201,0.519,127.962,215733,4,,5
173,Chris Brown,Don't Wake Me Up,Don't Wake Me Up,50ZWOpzh5i1Y6aBlstiflU,0.601,0.691,10,-5.223,1,0.0474,0.0563,0.0,0.146,0.223,127.995,222293,4,,5
174,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),Sick Of You,548e8kJ1vpf8SZnWTOVS2X,0.544,0.78,10,-3.811,1,0.064,0.0161,0.0,0.0351,0.466,147.958,203307,4,,5
175,Beyoncé,4,Best Thing I Never Had,5OrX4PR74Ttezdj5soO1BV,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,253747,4,,5
176,will.i.am,#willpower (Deluxe),This Is Love,0KaU5T2268e0B1tKSVsiah,0.54,0.809,0,-3.397,0,0.0445,0.0043,0.0,0.142,0.257,129.01,279027,4,,3
177,will.i.am,#willpower (Deluxe),#thatPOWER,4DQHskgY5OOkwn9xavjv1g,0.794,0.603,6,-6.127,0,0.0615,0.00158,9.5e-05,0.0773,0.402,127.997,279507,4,,0
178,David Guetta,Nothing but the Beat (Ultimate Edition),Without You (feat. Usher),3UN6cIn3VIyg0z1LCuFSum,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,4,,1
179,Selena Gomez,Revival (Deluxe),Kill Em With Kindness,7KxhSJOYiqCDclXDBNlFSZ,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,4,,0
180,Hellberg,The Girl (feat. Cozi Zuehlsdorff),The Girl (feat. Cozi Zuehlsdorff),2TsMgZTaacXikcOAEezzyk,0.49,0.72,9,-3.797,0,0.0351,0.0691,0.0,0.121,0.428,125.993,265660,4,,3
181,DJ Snake,Propaganda,Propaganda,0HstjVSwNBbX81tRkuORFP,0.672,0.949,1,-3.016,1,0.0942,0.0024,0.543,0.64,0.235,150.109,249613,4,,8
182,Shawn Mendes,Handwritten (Revisited),I Know What You Did Last Summer,7crplFzt7spG80NCbpmuCp,0.657,0.769,9,-4.591,0,0.115,0.123,0.0,0.245,0.712,113.966,223827,4,,0
183,Yellow Claw,Blood For Mercy,Lifetime (feat. Kyler England),5ceESY61Bf9pJ0Jjh6YK6s,0.572,0.701,8,-5.188,1,0.0654,0.0523,1.41e-05,0.635,0.34,149.964,216344,4,,8
184,Borgeous,Machi,Machi,16XU9mAbzAId6xAIKetuRj,0.53,0.863,6,-3.069,1,0.0605,0.00193,0.0,0.0392,0.374,127.96,211943,4,,3
185,Blasterjaxx,No Place Like Home (feat. Rosette) [Radio Edit],No Place Like Home (feat. Rosette) - Radio Edit,4WPeb1WaiC7Xvc9XkG3HBR,0.658,0.793,4,-4.649,0,0.0485,0.0638,0.0177,0.18,0.344,127.97,206250,4,,0
186,Twenty One Pilots,Blurryface,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,,0
187,Mike Candys,Make It Home,Make It Home - Radio Edit,3Frb3dNACuEXjDJMgdKA9e,0.692,0.792,6,-4.599,0,0.0329,0.00889,0.606,0.47,0.431,127.989,195117,4,,6
188,KSHMR,Memories,Memories - Radio Edit,7DcY0SUvSIcIjHeSGhTXDk,0.521,0.728,8,-5.005,0,0.0501,0.0352,1.53e-05,0.783,0.32,128.07,185640,4,,8
189,Various Artists,The Last Song,When I Look At You,6WLArSQvdGhiuTgyoX7HkB,0.448,0.561,6,-4.003,1,0.0285,0.131,0.0,0.0949,0.219,137.949,249667,3,,7
190,Britney Spears,Britney Jean (Deluxe Version),Alien,3eBxSM7L8AL5wcYd1t4NC0,0.611,0.732,0,-6.078,1,0.0314,0.262,0.00352,0.266,0.375,111.984,236000,4,,1
191,Britney Spears,Circus (Deluxe Version),Unusual You,5yFDS6dDzjjmGFVaYcwPAB,0.629,0.726,0,-9.679,0,0.103,0.205,0.00506,0.103,0.473,123.974,261000,4,,0
192,Eminem,The Marshall Mathers LP2 (Deluxe),Beautiful Pain,0mwXfPCm4AMaz9J0Cn7FXJ,0.682,0.813,6,-4.549,0,0.443,0.0665,0.0,0.136,0.435,165.439,265025,4,,4
193,Eminem,When I'm Gone (International Version),When I'm Gone,5hfttriYehiYRo1Vf5vIG2,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068,281120,4,,4
194,Cheek,Sokka irti,Anna mä meen (feat. Jonne Aaron),1DJQZMuGTdE3MN0nwfIH7v,0.775,0.887,6,-4.668,0,0.0796,0.0579,0.0,0.159,0.732,99.966,244507,4,,0
195,Kelly Clarkson,Breakaway,Because of You,3PHYPaguCDKLK1a9cp3uXZ,0.584,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.93,219493,4,,3
196,SANNI,Sotke mut,Me ei olla enää me,5FcbLrXeBPqtOUTEt6e38v,0.571,0.791,5,-5.091,1,0.0323,0.00105,8.35e-05,0.0368,0.342,120.067,232480,4,,5
197,Nelly,Just A Dream,Just A Dream,1xnPVj6jmYCedHG37IE2cc,0.465,0.76,1,-6.117,1,0.0336,0.0407,0.0,0.126,0.106,180.136,237867,4,,3
198,Katy B,Crying for No Reason,Crying for No Reason,3DDxYAT7Nuj0tfkHICWYi3,0.664,0.712,1,-4.847,0,0.0343,0.393,0.000519,0.0789,0.221,111.976,243240,4,,0
199,Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4,,5
200,Coldplay,A Sky Full of Stars,A Sky Full of Stars,6HFbq7cewJ7rPiffV0ciil,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4,,3
201,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,4,,0
202,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,,3
203,Live Aid Uusi Lastensairaala 2017,Lohtu,Lohtu,22yDwXNiJlO7UOPud3q2fm,0.503,0.699,9,-6.204,0,0.0284,0.0913,2.07e-05,0.173,0.36,86.047,271003,4,,0
204,Nikke Ankara,Koska Sä Eroot,Koska Sä Eroot,4kPj9bSq11ngSO3M4OX2fc,0.663,0.852,7,-5.173,1,0.127,0.122,0.0,0.317,0.807,170.048,222402,4,,5
205,Mikael Gabriel,Mun maailma,Päästä mut pois,3PocQjgKV9KNY4IdC04FHJ,0.636,0.771,9,-5.337,0,0.215,0.404,1.15e-06,0.0689,0.422,80.002,201867,4,,0
206,Krista Siegfrids,Ding Dong!,Can You See Me?,2sQ8XbHuqohGcp6HMXnfqQ,0.353,0.257,11,-11.396,1,0.0424,0.24,1.34e-06,0.0852,0.1,184.085,233653,4,,2
207,SANNI,Prinsessoja & astronautteja,Prinsessoja & astronautteja,1M3YlNZcSTvRzS7zrlw6B2,0.727,0.656,1,-6.951,0,0.0503,0.028,0.00508,0.131,0.316,86.018,237493,4,,0
208,Jacquie,Broken Ones,Broken Ones,0VYCUWNFIYLIOQqu3bFzs0,0.445,0.721,11,-4.016,0,0.0471,0.0598,0.0,0.129,0.212,147.902,229404,4,,3
209,Eminem,Curtain Call (Deluxe),Mockingbird,17baAghWcrewNOcc9dCewx,0.621,0.672,4,-3.892,0,0.276,0.21,0.0,0.13,0.228,83.808,251267,4,,4
210,One Direction,FOUR (Deluxe),Night Changes,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,,2
211,Demi Lovato,Skyscraper,Skyscraper,2mrbEQOtsP73M2GWsfYzqW,0.582,0.605,7,-3.264,1,0.0321,0.12,0.0,0.129,0.161,103.885,222440,4,,5
212,Sia,Colour The Small One,Breathe Me,7jqzZyJJLrpkRFYGpkqSK6,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,272800,4,,6
213,Mikael Gabriel,Viimeisen kerran / Kovaa,Viimeisen kerran,0mvQHETM9iteQnMJVSE4UO,0.523,0.713,6,-4.312,0,0.0876,0.436,0.0,0.106,0.35,158.047,208707,4,,3
214,Lana Del Rey,Young And Beautiful,Young And Beautiful,5UzTtUZper0CphnqZYvsIu,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23e-06,0.108,0.159,114.553,236053,4,,2
215,Johanna Kurkela,Marmoritaivas,Sun särkyä anna mä en,5lsHYb8VxfWC8sbh9shDNI,0.406,0.482,4,-7.986,1,0.0267,0.118,0.000255,0.127,0.195,77.932,184506,4,,2
216,Skylar Grey,Invisible,Invisible,6bpK4LLYNuSkXnvi91Rtu4,0.641,0.891,3,-3.966,1,0.0374,0.0089,2.87e-06,0.116,0.583,92.699,252680,4,,1
217,Birdy,Birdy,Skinny Love,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,201080,4,,2
218,Avril Lavigne,Let Go,Complicated,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,,5
219,Adele,21,Turning Tables,0X1FYVkgy7Tfw79cY3C7lx,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542,250000,4,,2
220,Otto Knows,Next To Me,Next to Me,6ZixfeFT8V0Nle1rMZAekY,0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06,202169,4,,5
221,Galantis,Galantis EP,You,6FLNeNUhazLGqiScpmcmP5,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.21,127.972,221286,4,,3
222,Jack Ü,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4,,3
223,Jack Ü,Skrillex and Diplo present Jack Ü,Take Ü There (feat. Kiesza),2RpKh7kXSdO8NLrW9VQ46p,0.542,0.879,6,-1.427,0,0.0921,0.0523,0.0,0.171,0.118,159.888,210000,4,,3
224,Kygo,Stole the Show,Stole the Show,4iZPNYqzI2L0uwuUKun7Aa,0.679,0.662,8,-6.069,0,0.174,0.155,0.0,0.152,0.438,99.879,222801,4,,0
225,Bethany Mota,Need You Right Now (feat. Mike Tompkins),Need You Right Now (feat. Mike Tompkins),3iftD7fIFcjnh24O2NfvLI,0.66,0.586,11,-4.648,1,0.0356,0.0623,0.0,0.515,0.653,139.99,211963,4,,8
226,Matoma,Old Thing Back (feat. Ja Rule and Ralph Tresvant),Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h,0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033,321649,4,,1
227,Bebe Rexha,I'm Gonna Show You Crazy,I'm Gonna Show You Crazy,5LtNBCM2ve0SxP0dlRVvMu,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,207775,4,,1
228,Tungevaag,Samsara 2015,Samsara 2015,5tZeGPDLhJqxJES1RL5RTb,0.52,0.641,11,-6.463,0,0.0322,0.00429,0.000895,0.132,0.6,127.946,211885,4,,0
229,Kygo,Firestone,Firestone,2sNvitW3TxiTeC9xT9f2ZZ,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,273684,4,,0
230,Afrojack,Forget The World,Freedom,1HInCBFnnRFfr6NuK70Bap,0.621,0.838,5,-5.28,1,0.0342,0.0942,0.076,0.176,0.186,128.015,243974,4,,3
231,Britney Spears,Greatest Hits: My Prerogative,Born to Make You Happy,0B1wjAs2UKxKw80zTfjJXU,0.636,0.936,7,-4.01,1,0.047,0.118,0.00044,0.0645,0.686,84.135,243507,4,,5
232,Lady Gaga,Born This Way (International Standard Version),Judas,4yQmDtjax2Ye9wY8EPAO1x,0.661,0.936,10,-3.832,0,0.0744,0.000959,1.45e-05,0.36,0.558,130.998,249067,4,,0
233,Lady Gaga,The Fame Monster (International Deluxe),Alejandro,44XBLYMVEt5vJcb5qXfQ7V,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,4,,0
234,Lady Gaga,The Fame Monster (International Deluxe),LoveGame,0dIQM8VB2QkE2t9FNWBVFs,0.894,0.678,6,-5.611,0,0.0524,0.00568,2.15e-06,0.305,0.843,105.026,216333,4,,0
235,Lady Gaga,The Fame Monster (International Deluxe),Starstruck,5JdhyMlCbplg7fRbD2dZDw,0.876,0.633,8,-5.938,0,0.14,0.0237,0.0,0.051,0.519,103.006,216627,4,,0
236,Katy Perry,PRISM,This Is How We Do,1Qqn2zEWaurso48M5YYI4G,0.685,0.638,9,-6.075,0,0.0473,0.0224,0.0,0.0833,0.81,96.028,204285,4,,0
237,Katy Perry,PRISM,Dark Horse,3dcnygRsyW2U390tK79Ck5,0.644,0.581,6,-6.144,1,0.0513,0.00408,0.0,0.145,0.342,131.907,215672,4,,5
238,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Teenage Dream,55qBw1900pZKfXJ6Q9A2Lc,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,227760,4,,5
239,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Part Of Me,1nZzRJbFvCEct3uzu04ZoL,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,4,,5
240,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Wide Awake,5JLv62qFIS1DR3zGEcApRt,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947,4,,3
241,Kelly Clarkson,Stronger (Deluxe Version),Dark Side,2VFMVOLcDNoknXL2ILhdpp,0.559,0.86,7,-4.04,1,0.05,0.0991,0.0,0.292,0.292,118.969,224507,4,,5
242,Avril Lavigne,Goodbye Lullaby (Deluxe Edition),Smile,6DC2lFphCOFtzm9SDYIlBX,0.63,0.851,1,-3.845,0,0.0479,0.00259,2.22e-06,0.0721,0.65,105.042,209453,4,,0
243,Avril Lavigne,The Best Damn Thing (Expanded Edition),Hot,6z7fZRrQfOH3ZjWEkC4QhC,0.6,0.938,8,-3.806,1,0.0821,0.0173,0.0,0.355,0.469,144.951,202973,4,,5
244,P!nk,Greatest Hits...So Far!!!,F**kin' Perfect,4SEZthmPtszZPaktPLRX6J,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,213413,4,,5
245,Rihanna,Loud,Cheers (Drink To That),5Lm8wha7kmEuqyjJ237HNM,0.572,0.913,9,-3.626,1,0.0425,0.018,0.0,0.293,0.724,79.986,261747,4,,5
246,Rihanna,Rated R,ROCKSTAR 101,0V1QctBNCIGMeJ7oKa4mb7,0.343,0.65,1,-4.624,1,0.0909,0.0299,0.0,0.646,0.315,170.697,238893,5,,8
247,Rihanna,Rated R,Russian Roulette,2e2XwMMNEdERsHLpOg7aEM,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,227533,4,,0
248,Beyoncé,4,Best Thing I Never Had,20BubhRYSjCIchDA4O9wNK,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,253747,4,,5
249,Beyoncé,Dangerously In Love,Crazy In Love (feat. Jay-Z),0TwBtDAWpkpM3srywFVOV5,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,235933,4,,0
250,Gwen Stefani,Baby Don't Lie,Baby Don't Lie,26aVIjuka4gVm6EHy0NJrj,0.688,0.555,10,-5.418,0,0.0323,0.0114,0.315,0.102,0.27,99.973,202533,4,,0
251,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),Automatic,4yumVfpFGiwuTMFgWUi6f3,0.731,0.765,5,-4.337,1,0.0512,0.102,0.0749,0.138,0.638,127.992,198067,4,,5
252,Selena Gomez & The Scene,When The Sun Goes Down,Who Says,5kWw3W3exXghYGU9Jg64GH,0.678,0.933,6,-2.937,0,0.053,0.0742,0.0,0.157,0.787,101.009,195613,4,,0
253,Demi Lovato,Remember December,Remember December,1SSVaHiGFdSwoLEw3PK77G,0.467,0.845,1,-6.131,1,0.0785,0.00122,0.0,0.112,0.651,179.949,191760,4,,3
254,Miley Cyrus,Who Owns My Heart,Who Owns My Heart,4SktAKdkIAol1CMM6ypPlh,0.567,0.83,9,-4.903,0,0.118,0.0177,0.0,0.0863,0.41,135.877,214853,4,,0
255,Adam Lambert,Trespassing (Deluxe Version),Better Than I Know Myself,3Fsjt1h1p2o86pC2lQopJc,0.484,0.812,10,-4.743,1,0.138,0.0322,0.0,0.18,0.308,109.452,216173,5,,5
256,Justin Bieber,My Worlds (International Version),Love Me,1iCg2UMRHem15MWK1GqCdP,0.729,0.868,3,-3.319,1,0.0609,0.00939,0.0,0.283,0.632,124.957,191573,4,,1
257,Pitbull,Planet Pit (Deluxe Version),Rain Over Me (feat. Marc Anthony),2cZrrQMjB63c0iIugYH9zS,0.61,0.906,0,-2.117,1,0.0648,0.00416,0.0,0.758,0.294,127.916,231573,4,,8
258,Rixton,Me And My Broken Heart,Me And My Broken Heart,2rJojRundKuKFgbvmCAYva,0.545,0.775,5,-4.325,0,0.0349,0.00636,0.0,0.192,0.516,174.086,193827,4,,3
259,Coldplay,Magic,Magic,27jdUE1EYDSXZqhjuNxLem,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,4,,6
260,Ariana Grande,Yours Truly,The Way,0S4RKPbRDA72tvKwVdXQqe,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,227027,4,,0
261,Katy Perry,Teenage Dream,If We Ever Meet Again,0PRqWiyOFMHVee81mr1bp6,0.645,0.606,8,-7.157,1,0.0301,0.00796,0.0,0.0751,0.369,126.008,263178,4,,5
262,Swedish House Mafia,Save The World,Save The World - Extended Mix,4xTIknzHtjrqRQ1hlL2T8W,0.654,0.734,0,-6.216,1,0.112,0.00314,0.000249,0.0802,0.241,126.995,410897,4,,1
263,Calvin Harris,This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4,,0
264,Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4,,5
265,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Starships,2EBCVPNAG46nbgs6jXPGvv,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4,,0
266,Kesha,Warrior (Deluxe Version),Die Young,6mnjcTmK8TewHfyOp3fC9C,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,4,,0
